Order_ID,Order_Date,Customer_City,Product_Category,Product_Item,Quantity,Unit_Price,Unit_Cost,Shipping_Cost,Courier_Partner,Transit_Days,Order_Status
GLM-15772,2026-04-14,Bengaluru,Planters & Pots,Ceramic Mandala Pot,1,800,320,133,Bluedart,3,Delivered
GLM-15773,2026-01-28,Hyderabad,Planters & Pots,Terracotta Clay Pot Set,1,500,200,118,Delhivery,5,Delivered
GLM-15774,2026-02-13,Chennai,Live Plants,Bonsai Tree,1,1200,450,61,Bluedart,1,Delivered
GLM-15775,2026-04-10,Pune,Organic Fertilizers,Vermicompost 5kg,1,400,150,122,Bluedart,2,Delivered
GLM-15776,2026-04-12,Kochi,Live Plants,Succulent Trio,3,450,150,62,Shadowfax,6,Delivered
GLM-15777,2026-02-02,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,137,Delhivery,2,Delivered
GLM-15778,2026-01-07,Bengaluru,Organic Fertilizers,Vermicompost 5kg,1,400,150,122,Delhivery,5,Delivered
GLM-15779,2026-03-18,Bengaluru,Planters & Pots,Ceramic Mandala Pot,1,800,320,97,Bluedart,1,Delivered
GLM-15780,2026-04-30,Chennai,Live Plants,Money Plant,1,250,80,61,Bluedart,3,Delivered
GLM-15781,2026-05-14,Kochi,Gardening Tools,Premium Pruning Shears,1,650,260,51,Delhivery,3,Delivered
GLM-15782,2026-02-15,Bengaluru,Planters & Pots,Ceramic Mandala Pot,3,800,320,92,Bluedart,1,Delivered
GLM-15783,2026-04-27,Kolkata,Organic Fertilizers,Vermicompost 5kg,1,400,150,180,Delhivery,4,Delivered
GLM-15784,2026-03-27,Pune,Planters & Pots,Terracotta Clay Pot Set,3,500,200,92,Bluedart,3,Delivered
GLM-15785,2026-01-22,Kolkata,Planters & Pots,Self-Watering Plastic Pot,1,220,90,103,Shadowfax,8,Delivered
GLM-15786,2026-05-09,Bengaluru,Live Plants,Bonsai Tree,1,1200,450,51,Bluedart,1,Delivered
GLM-15787,2026-05-29,Delhi NCR,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,151,Bluedart,1,Delivered
GLM-15788,2026-03-27,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,2,180,70,80,Bluedart,2,Delivered
GLM-15789,2026-02-17,Hyderabad,Gardening Tools,Watering Can 5L,1,350,140,57,Delhivery,4,Delivered
GLM-15790,2026-01-29,Delhi NCR,Planters & Pots,Ceramic Mandala Pot,1,800,320,109,Shadowfax,6,Delivered
GLM-15791,2026-02-03,Kolkata,Organic Fertilizers,Vermicompost 5kg,1,400,150,127,Shadowfax,7,Delivered
GLM-15792,2026-03-18,Kochi,Live Plants,Money Plant,1,250,80,64,Shadowfax,4,Delivered
GLM-15793,2026-01-19,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,2,300,110,125,Shadowfax,6,Delivered
GLM-15794,2026-05-31,Bengaluru,Gardening Tools,Premium Pruning Shears,1,650,260,66,Bluedart,1,Delivered
GLM-15795,2026-04-28,Bengaluru,Gardening Tools,Premium Pruning Shears,1,650,260,68,Delhivery,3,Delivered
GLM-15796,2026-02-17,Hyderabad,Planters & Pots,Self-Watering Plastic Pot,1,220,90,124,Delhivery,5,Delivered
GLM-15797,2026-04-02,Mumbai,Live Plants,Bonsai Tree,3,1200,450,51,Delhivery,5,Delivered
GLM-15798,2026-02-17,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,122,Bluedart,1,Delivered
GLM-15799,2026-03-28,Mumbai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,170,Bluedart,3,Delivered
GLM-15800,2026-05-29,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,128,Bluedart,1,Delivered
GLM-15801,2026-02-06,Chennai,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,175,Shadowfax,7,Delivered
GLM-15802,2026-05-03,Kochi,Live Plants,Money Plant,1,250,80,56,Shadowfax,7,Delivered
GLM-15803,2026-04-04,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,132,Shadowfax,8,Delivered
GLM-15804,2026-03-14,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,2,300,110,145,Bluedart,2,Delivered
GLM-15805,2026-01-29,Chennai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,121,Delhivery,5,Delivered
GLM-15806,2026-05-19,Bengaluru,Planters & Pots,Self-Watering Plastic Pot,1,220,90,93,Delhivery,3,Delivered
GLM-15807,2026-02-17,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,91,Bluedart,3,Delivered
GLM-15808,2026-03-13,Kolkata,Live Plants,Indoor Fern,1,350,120,45,Bluedart,1,Delivered
GLM-15809,2026-03-09,Delhi NCR,Live Plants,Indoor Fern,2,350,120,71,Delhivery,5,Returned
GLM-15810,2026-05-26,Pune,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,140,Delhivery,4,Delivered
GLM-15811,2026-03-08,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,2,500,200,136,Bluedart,3,Delivered
GLM-15812,2026-03-05,Kochi,Organic Fertilizers,Vermicompost 5kg,2,400,150,171,Bluedart,3,Delivered
GLM-15813,2026-05-12,Mumbai,Gardening Tools,Watering Can 5L,1,350,140,72,Shadowfax,7,Delivered
GLM-15814,2026-01-07,Bengaluru,Live Plants,Succulent Trio,1,450,150,51,Bluedart,1,Delivered
GLM-15815,2026-04-23,Delhi NCR,Gardening Tools,Ergonomic Hand Trowel,1,180,70,78,Bluedart,1,Delivered
GLM-15816,2026-03-08,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,135,Bluedart,3,Delivered
GLM-15817,2026-05-04,Delhi NCR,Organic Fertilizers,Vermicompost 5kg,1,400,150,140,Delhivery,4,Delivered
GLM-15818,2026-01-13,Mumbai,Planters & Pots,Self-Watering Plastic Pot,2,220,90,118,Bluedart,1,Delivered
GLM-15819,2026-03-06,Chennai,Live Plants,Bonsai Tree,2,1200,450,44,Delhivery,4,Delivered
GLM-15820,2026-04-19,Bengaluru,Planters & Pots,Ceramic Mandala Pot,2,800,320,104,Delhivery,4,Delivered
GLM-15821,2026-02-21,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,110,Shadowfax,6,Delivered
GLM-15822,2026-02-08,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,95,Delhivery,2,Delivered
GLM-15823,2026-05-12,Mumbai,Organic Fertilizers,Vermicompost 5kg,1,400,150,156,Delhivery,3,Delivered
GLM-15824,2026-01-31,Mumbai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,53,Delhivery,2,Delivered
GLM-15825,2026-04-21,Chennai,Live Plants,Money Plant,1,250,80,63,Shadowfax,7,Delivered
GLM-15826,2026-04-01,Mumbai,Planters & Pots,Terracotta Clay Pot Set,1,500,200,98,Delhivery,2,Delivered
GLM-15827,2026-02-20,Kochi,Gardening Tools,Ergonomic Hand Trowel,1,180,70,58,Shadowfax,6,Delivered
GLM-15828,2026-03-02,Kolkata,Live Plants,Succulent Trio,1,450,150,58,Shadowfax,6,Returned
GLM-15829,2026-01-27,Kochi,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,137,Delhivery,5,Delivered
GLM-15830,2026-03-11,Delhi NCR,Organic Fertilizers,Vermicompost 5kg,1,400,150,161,Bluedart,3,Delivered
GLM-15831,2026-01-28,Kolkata,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,134,Shadowfax,8,Delivered
GLM-15832,2026-03-07,Kolkata,Organic Fertilizers,Vermicompost 5kg,1,400,150,157,Bluedart,1,Delivered
GLM-15833,2026-04-04,Pune,Gardening Tools,Premium Pruning Shears,1,650,260,46,Bluedart,1,Delivered
GLM-15834,2026-01-07,Hyderabad,Gardening Tools,Premium Pruning Shears,2,650,260,60,Delhivery,2,Delivered
GLM-15835,2026-04-20,Pune,Gardening Tools,Premium Pruning Shears,1,650,260,80,Delhivery,2,Delivered
GLM-15836,2026-01-17,Kochi,Organic Fertilizers,Vermicompost 5kg,2,400,150,164,Delhivery,5,Delivered
GLM-15837,2026-04-02,Hyderabad,Organic Fertilizers,Vermicompost 5kg,3,400,150,130,Shadowfax,8,Delivered
GLM-15838,2026-03-24,Hyderabad,Live Plants,Money Plant,2,250,80,49,Shadowfax,8,Returned
GLM-15839,2026-01-09,Kochi,Organic Fertilizers,Liquid Seaweed Extract,3,300,110,155,Shadowfax,6,Delivered
GLM-15840,2026-01-11,Delhi NCR,Gardening Tools,Ergonomic Hand Trowel,1,180,70,46,Shadowfax,8,Delivered
GLM-15841,2026-05-25,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,109,Delhivery,3,Delivered
GLM-15842,2026-03-24,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,97,Bluedart,3,Delivered
GLM-15843,2026-02-27,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,117,Delhivery,2,Delivered
GLM-15844,2026-01-03,Chennai,Gardening Tools,Premium Pruning Shears,1,650,260,55,Shadowfax,4,Delivered
GLM-15845,2026-04-08,Kolkata,Live Plants,Indoor Fern,1,350,120,78,Delhivery,5,Delivered
GLM-15846,2026-04-06,Pune,Live Plants,Indoor Fern,1,350,120,40,Shadowfax,8,Delivered
GLM-15847,2026-04-10,Kolkata,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,155,Bluedart,1,Delivered
GLM-15848,2026-04-21,Delhi NCR,Organic Fertilizers,Vermicompost 5kg,1,400,150,148,Bluedart,3,Delivered
GLM-15849,2026-05-22,Kolkata,Gardening Tools,Watering Can 5L,1,350,140,71,Shadowfax,7,Delivered
GLM-15850,2026-03-08,Bengaluru,Live Plants,Indoor Fern,1,350,120,68,Delhivery,3,Delivered
GLM-15851,2026-03-27,Chennai,Live Plants,Succulent Trio,1,450,150,54,Bluedart,2,Delivered
GLM-15852,2026-05-19,Hyderabad,Live Plants,Indoor Fern,1,350,120,70,Delhivery,3,Delivered
GLM-15853,2026-03-28,Hyderabad,Gardening Tools,Ergonomic Hand Trowel,1,180,70,45,Shadowfax,4,Delivered
GLM-15854,2026-03-08,Delhi NCR,Gardening Tools,Watering Can 5L,2,350,140,66,Shadowfax,6,Delivered
GLM-15855,2026-01-15,Pune,Gardening Tools,Watering Can 5L,1,350,140,47,Shadowfax,8,Delivered
GLM-15856,2026-02-23,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,124,Delhivery,3,Delivered
GLM-15857,2026-04-04,Mumbai,Planters & Pots,Terracotta Clay Pot Set,1,500,200,115,Shadowfax,6,Delivered
GLM-15858,2026-05-28,Delhi NCR,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,164,Shadowfax,6,Delivered
GLM-15859,2026-04-15,Pune,Planters & Pots,Terracotta Clay Pot Set,1,500,200,97,Delhivery,2,Delivered
GLM-15860,2026-04-22,Chennai,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,158,Delhivery,4,Delivered
GLM-15861,2026-03-10,Chennai,Live Plants,Money Plant,1,250,80,48,Shadowfax,8,Delivered
GLM-15862,2026-03-09,Kochi,Organic Fertilizers,Vermicompost 5kg,1,400,150,153,Shadowfax,7,Delivered
GLM-15863,2026-03-27,Chennai,Gardening Tools,Premium Pruning Shears,1,650,260,79,Bluedart,3,Delivered
GLM-15864,2026-03-18,Pune,Live Plants,Succulent Trio,2,450,150,44,Shadowfax,4,Delivered
GLM-15865,2026-04-02,Hyderabad,Gardening Tools,Watering Can 5L,2,350,140,64,Bluedart,3,Delivered
GLM-15866,2026-02-07,Hyderabad,Organic Fertilizers,Liquid Seaweed Extract,3,300,110,139,Delhivery,5,Delivered
GLM-15867,2026-01-06,Chennai,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,170,Delhivery,5,Returned
GLM-15868,2026-01-06,Pune,Gardening Tools,Ergonomic Hand Trowel,3,180,70,54,Delhivery,5,Delivered
GLM-15869,2026-01-13,Kolkata,Planters & Pots,Self-Watering Plastic Pot,2,220,90,131,Delhivery,4,Delivered
GLM-15870,2026-01-01,Bengaluru,Planters & Pots,Self-Watering Plastic Pot,1,220,90,91,Bluedart,3,Delivered
GLM-15871,2026-05-05,Delhi NCR,Organic Fertilizers,Neem Cake Powder 2kg,3,250,90,122,Delhivery,2,Delivered
GLM-15872,2026-03-11,Mumbai,Live Plants,Money Plant,1,250,80,43,Bluedart,3,Delivered
GLM-15873,2026-05-31,Delhi NCR,Gardening Tools,Premium Pruning Shears,2,650,260,51,Bluedart,3,Delivered
GLM-15874,2026-05-30,Chennai,Live Plants,Bonsai Tree,2,1200,450,68,Bluedart,2,Delivered
GLM-15875,2026-02-15,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,79,Bluedart,2,Delivered
GLM-15876,2026-01-08,Hyderabad,Planters & Pots,Terracotta Clay Pot Set,1,500,200,124,Delhivery,4,Delivered
GLM-15877,2026-03-14,Hyderabad,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,174,Bluedart,1,Delivered
GLM-15878,2026-05-23,Hyderabad,Planters & Pots,Terracotta Clay Pot Set,1,500,200,125,Bluedart,1,Delivered
GLM-15879,2026-02-21,Bengaluru,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,123,Bluedart,1,Delivered
GLM-15880,2026-04-14,Hyderabad,Gardening Tools,Watering Can 5L,1,350,140,58,Delhivery,3,Delivered
GLM-15881,2026-01-31,Kolkata,Planters & Pots,Self-Watering Plastic Pot,2,220,90,133,Bluedart,1,Delivered
GLM-15882,2026-03-01,Bengaluru,Planters & Pots,Ceramic Mandala Pot,1,800,320,124,Bluedart,1,Delivered
GLM-15883,2026-02-10,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,104,Delhivery,3,Delivered
GLM-15884,2026-01-18,Kochi,Planters & Pots,Self-Watering Plastic Pot,1,220,90,91,Bluedart,3,Delivered
GLM-15885,2026-05-20,Bengaluru,Organic Fertilizers,Vermicompost 5kg,3,400,150,156,Shadowfax,5,Delivered
GLM-15886,2026-05-03,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,2,300,110,142,Delhivery,4,Delivered
GLM-15887,2026-04-19,Hyderabad,Gardening Tools,Watering Can 5L,1,350,140,52,Bluedart,3,Delivered
GLM-15888,2026-03-31,Hyderabad,Planters & Pots,Self-Watering Plastic Pot,1,220,90,126,Delhivery,3,Delivered
GLM-15889,2026-04-11,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,79,Bluedart,3,Delivered
GLM-15890,2026-02-06,Bengaluru,Organic Fertilizers,Vermicompost 5kg,1,400,150,120,Delhivery,2,Delivered
GLM-15891,2026-01-12,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,144,Delhivery,3,Delivered
GLM-15892,2026-03-03,Chennai,Organic Fertilizers,Liquid Seaweed Extract,3,300,110,165,Bluedart,1,Delivered
GLM-15893,2026-05-04,Pune,Organic Fertilizers,Vermicompost 5kg,3,400,150,140,Bluedart,2,Delivered
GLM-15894,2026-02-25,Hyderabad,Live Plants,Indoor Fern,1,350,120,79,Shadowfax,7,Delivered
GLM-15895,2026-05-28,Delhi NCR,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,121,Delhivery,4,Delivered
GLM-15896,2026-01-19,Bengaluru,Live Plants,Succulent Trio,1,450,150,59,Delhivery,4,Delivered
GLM-15897,2026-05-06,Delhi NCR,Live Plants,Money Plant,1,250,80,75,Delhivery,2,Delivered
GLM-15898,2026-04-30,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,149,Bluedart,3,Delivered
GLM-15899,2026-03-26,Bengaluru,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,153,Shadowfax,8,Delivered
GLM-15900,2026-03-03,Mumbai,Live Plants,Indoor Fern,1,350,120,43,Shadowfax,6,Delivered
GLM-15901,2026-02-28,Kolkata,Organic Fertilizers,Liquid Seaweed Extract,2,300,110,176,Bluedart,1,Delivered
GLM-15902,2026-04-27,Delhi NCR,Gardening Tools,Ergonomic Hand Trowel,1,180,70,53,Delhivery,2,Delivered
GLM-15903,2026-04-29,Bengaluru,Live Plants,Money Plant,2,250,80,41,Delhivery,3,Delivered
GLM-15904,2026-02-16,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,79,Delhivery,5,Delivered
GLM-15905,2026-02-14,Mumbai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,133,Bluedart,1,Delivered
GLM-15906,2026-03-19,Chennai,Gardening Tools,Watering Can 5L,1,350,140,62,Shadowfax,6,Delivered
GLM-15907,2026-04-12,Delhi NCR,Live Plants,Indoor Fern,1,350,120,42,Shadowfax,6,Returned
GLM-15908,2026-05-30,Hyderabad,Gardening Tools,Premium Pruning Shears,2,650,260,68,Delhivery,4,Delivered
GLM-15909,2026-04-20,Pune,Planters & Pots,Self-Watering Plastic Pot,3,220,90,108,Bluedart,2,Delivered
GLM-15910,2026-05-11,Chennai,Planters & Pots,Terracotta Clay Pot Set,4,500,200,132,Delhivery,5,Delivered
GLM-15911,2026-03-24,Kolkata,Planters & Pots,Self-Watering Plastic Pot,1,220,90,113,Bluedart,3,Delivered
GLM-15912,2026-01-14,Kochi,Planters & Pots,Self-Watering Plastic Pot,2,220,90,111,Shadowfax,7,Returned
GLM-15913,2026-01-18,Mumbai,Gardening Tools,Watering Can 5L,1,350,140,61,Delhivery,3,Delivered
GLM-15914,2026-04-16,Kolkata,Live Plants,Succulent Trio,2,450,150,79,Delhivery,4,Delivered
GLM-15915,2026-05-08,Chennai,Live Plants,Bonsai Tree,2,1200,450,40,Delhivery,5,Delivered
GLM-15916,2026-04-10,Pune,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,129,Shadowfax,6,Delivered
GLM-15917,2026-04-29,Chennai,Live Plants,Indoor Fern,1,350,120,51,Shadowfax,5,Delivered
GLM-15918,2026-01-29,Delhi NCR,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,172,Shadowfax,6,Delivered
GLM-15919,2026-04-08,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,108,Shadowfax,4,Returned
GLM-15920,2026-05-11,Kolkata,Gardening Tools,Watering Can 5L,2,350,140,46,Shadowfax,4,Delivered
GLM-15921,2026-02-03,Chennai,Gardening Tools,Ergonomic Hand Trowel,2,180,70,74,Shadowfax,8,Delivered
GLM-15922,2026-03-22,Pune,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,160,Shadowfax,6,Delivered
GLM-15923,2026-01-18,Kochi,Gardening Tools,Premium Pruning Shears,3,650,260,49,Shadowfax,8,Delivered
GLM-15924,2026-02-04,Kolkata,Gardening Tools,Premium Pruning Shears,1,650,260,44,Bluedart,3,Delivered
GLM-15925,2026-05-21,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,94,Shadowfax,7,Delivered
GLM-15926,2026-02-01,Mumbai,Gardening Tools,Watering Can 5L,1,350,140,76,Bluedart,2,Delivered
GLM-15927,2026-05-19,Mumbai,Live Plants,Succulent Trio,1,450,150,64,Delhivery,4,Delivered
GLM-15928,2026-01-27,Kolkata,Gardening Tools,Premium Pruning Shears,1,650,260,63,Shadowfax,6,Delivered
GLM-15929,2026-05-14,Pune,Gardening Tools,Watering Can 5L,4,350,140,41,Delhivery,4,Delivered
GLM-15930,2026-03-18,Delhi NCR,Live Plants,Succulent Trio,2,450,150,66,Shadowfax,5,Delivered
GLM-15931,2026-03-24,Hyderabad,Live Plants,Money Plant,1,250,80,63,Bluedart,2,Delivered
GLM-15932,2026-03-21,Mumbai,Gardening Tools,Premium Pruning Shears,1,650,260,68,Shadowfax,5,Delivered
GLM-15933,2026-04-30,Bengaluru,Planters & Pots,Self-Watering Plastic Pot,4,220,90,133,Shadowfax,4,Returned
GLM-15934,2026-04-13,Mumbai,Planters & Pots,Self-Watering Plastic Pot,1,220,90,100,Bluedart,2,Delivered
GLM-15935,2026-05-19,Hyderabad,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,143,Delhivery,4,Delivered
GLM-15936,2026-05-18,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,2,500,200,98,Shadowfax,7,Delivered
GLM-15937,2026-02-04,Kochi,Live Plants,Succulent Trio,1,450,150,67,Shadowfax,6,Delivered
GLM-15938,2026-01-06,Delhi NCR,Planters & Pots,Terracotta Clay Pot Set,1,500,200,112,Bluedart,1,Delivered
GLM-15939,2026-01-20,Delhi NCR,Live Plants,Succulent Trio,1,450,150,61,Shadowfax,7,Delivered
GLM-15940,2026-05-01,Pune,Gardening Tools,Watering Can 5L,1,350,140,80,Bluedart,3,Delivered
GLM-15941,2026-04-19,Pune,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,125,Shadowfax,6,Delivered
GLM-15942,2026-03-04,Kolkata,Planters & Pots,Ceramic Mandala Pot,1,800,320,132,Shadowfax,4,Delivered
GLM-15943,2026-01-23,Mumbai,Organic Fertilizers,Vermicompost 5kg,2,400,150,179,Shadowfax,6,Delivered
GLM-15944,2026-02-10,Pune,Organic Fertilizers,Vermicompost 5kg,1,400,150,177,Bluedart,2,Delivered
GLM-15945,2026-04-24,Bengaluru,Planters & Pots,Ceramic Mandala Pot,1,800,320,116,Shadowfax,7,Delivered
GLM-15946,2026-03-03,Pune,Planters & Pots,Self-Watering Plastic Pot,1,220,90,101,Shadowfax,4,Delivered
GLM-15947,2026-02-14,Bengaluru,Organic Fertilizers,Vermicompost 5kg,2,400,150,162,Delhivery,4,Delivered
GLM-15948,2026-03-03,Chennai,Live Plants,Money Plant,1,250,80,56,Shadowfax,4,Delivered
GLM-15949,2026-05-31,Chennai,Planters & Pots,Ceramic Mandala Pot,2,800,320,132,Bluedart,2,Delivered
GLM-15950,2026-03-29,Bengaluru,Live Plants,Indoor Fern,1,350,120,46,Bluedart,1,Delivered
GLM-15951,2026-05-08,Bengaluru,Live Plants,Indoor Fern,2,350,120,57,Bluedart,1,Delivered
GLM-15952,2026-02-23,Hyderabad,Live Plants,Indoor Fern,4,350,120,70,Bluedart,2,Delivered
GLM-15953,2026-05-27,Delhi NCR,Gardening Tools,Watering Can 5L,2,350,140,55,Bluedart,2,Delivered
GLM-15954,2026-03-30,Mumbai,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,176,Bluedart,1,Delivered
GLM-15955,2026-03-27,Delhi NCR,Planters & Pots,Self-Watering Plastic Pot,1,220,90,95,Delhivery,4,Delivered
GLM-15956,2026-01-24,Kochi,Planters & Pots,Ceramic Mandala Pot,1,800,320,98,Delhivery,3,Delivered
GLM-15957,2026-01-28,Delhi NCR,Gardening Tools,Premium Pruning Shears,1,650,260,80,Shadowfax,7,Delivered
GLM-15958,2026-03-28,Pune,Planters & Pots,Ceramic Mandala Pot,2,800,320,105,Bluedart,1,Delivered
GLM-15959,2026-03-27,Bengaluru,Live Plants,Bonsai Tree,1,1200,450,77,Delhivery,5,Delivered
GLM-15960,2026-03-25,Bengaluru,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,157,Shadowfax,6,Delivered
GLM-15961,2026-03-07,Chennai,Gardening Tools,Watering Can 5L,3,350,140,68,Shadowfax,6,Delivered
GLM-15962,2026-02-06,Chennai,Gardening Tools,Ergonomic Hand Trowel,2,180,70,56,Shadowfax,4,Delivered
GLM-15963,2026-03-20,Delhi NCR,Live Plants,Money Plant,2,250,80,77,Delhivery,3,Delivered
GLM-15964,2026-01-01,Hyderabad,Planters & Pots,Terracotta Clay Pot Set,1,500,200,116,Delhivery,4,Delivered
GLM-15965,2026-04-03,Kolkata,Gardening Tools,Watering Can 5L,1,350,140,48,Delhivery,4,Delivered
GLM-15966,2026-05-11,Kochi,Gardening Tools,Ergonomic Hand Trowel,1,180,70,41,Bluedart,3,Delivered
GLM-15967,2026-03-06,Pune,Live Plants,Money Plant,3,250,80,78,Delhivery,3,Delivered
GLM-15968,2026-01-26,Pune,Planters & Pots,Self-Watering Plastic Pot,1,220,90,104,Delhivery,4,Delivered
GLM-15969,2026-02-24,Kolkata,Planters & Pots,Terracotta Clay Pot Set,2,500,200,118,Bluedart,3,Delivered
GLM-15970,2026-02-01,Chennai,Gardening Tools,Premium Pruning Shears,1,650,260,40,Bluedart,1,Returned
GLM-15971,2026-02-22,Pune,Gardening Tools,Premium Pruning Shears,1,650,260,69,Delhivery,3,Delivered
GLM-15972,2026-02-07,Bengaluru,Planters & Pots,Terracotta Clay Pot Set,3,500,200,120,Shadowfax,7,Delivered
GLM-15973,2026-01-13,Bengaluru,Planters & Pots,Ceramic Mandala Pot,1,800,320,130,Shadowfax,8,Delivered
GLM-15974,2026-05-23,Kolkata,Planters & Pots,Ceramic Mandala Pot,1,800,320,90,Delhivery,3,Delivered
GLM-15975,2026-05-16,Chennai,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,180,Delhivery,3,Delivered
GLM-15976,2026-02-27,Delhi NCR,Live Plants,Succulent Trio,2,450,150,75,Delhivery,2,Delivered
GLM-15977,2026-05-14,Chennai,Live Plants,Bonsai Tree,3,1200,450,75,Shadowfax,8,Delivered
GLM-15978,2026-01-31,Kolkata,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,132,Shadowfax,4,Delivered
GLM-15979,2026-02-21,Chennai,Gardening Tools,Premium Pruning Shears,2,650,260,69,Bluedart,1,Delivered
GLM-15980,2026-01-26,Kolkata,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,133,Bluedart,3,Delivered
GLM-15981,2026-02-17,Hyderabad,Organic Fertilizers,Neem Cake Powder 2kg,2,250,90,159,Shadowfax,4,Delivered
GLM-15982,2026-01-21,Kolkata,Organic Fertilizers,Vermicompost 5kg,1,400,150,134,Bluedart,1,Delivered
GLM-15983,2026-01-01,Kolkata,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,167,Shadowfax,5,Delivered
GLM-15984,2026-01-08,Kolkata,Live Plants,Indoor Fern,1,350,120,74,Bluedart,2,Delivered
GLM-15985,2026-05-31,Kochi,Live Plants,Bonsai Tree,1,1200,450,51,Bluedart,3,Returned
GLM-15986,2026-05-01,Delhi NCR,Gardening Tools,Ergonomic Hand Trowel,1,180,70,68,Delhivery,3,Returned
GLM-15987,2026-04-09,Mumbai,Gardening Tools,Premium Pruning Shears,2,650,260,76,Shadowfax,5,Delivered
GLM-15988,2026-04-29,Kolkata,Gardening Tools,Premium Pruning Shears,1,650,260,74,Delhivery,2,Delivered
GLM-15989,2026-01-13,Bengaluru,Gardening Tools,Ergonomic Hand Trowel,1,180,70,64,Bluedart,1,Delivered
GLM-15990,2026-01-16,Mumbai,Organic Fertilizers,Vermicompost 5kg,1,400,150,143,Bluedart,2,Delivered
GLM-15991,2026-01-24,Bengaluru,Live Plants,Bonsai Tree,1,1200,450,59,Delhivery,4,Delivered
GLM-15992,2026-03-03,Kolkata,Organic Fertilizers,Liquid Seaweed Extract,1,300,110,154,Delhivery,2,Delivered
GLM-15993,2026-03-10,Chennai,Live Plants,Money Plant,1,250,80,77,Bluedart,1,Delivered
GLM-15994,2026-01-20,Delhi NCR,Organic Fertilizers,Neem Cake Powder 2kg,1,250,90,127,Delhivery,3,Delivered
GLM-15995,2026-01-24,Delhi NCR,Live Plants,Indoor Fern,3,350,120,64,Shadowfax,4,Delivered
GLM-15996,2026-02-09,Pune,Planters & Pots,Ceramic Mandala Pot,1,800,320,125,Delhivery,5,Delivered
GLM-15997,2026-02-14,Chennai,Organic Fertilizers,Vermicompost 5kg,1,400,150,171,Delhivery,4,Delivered
GLM-15998,2026-04-11,Chennai,Gardening Tools,Ergonomic Hand Trowel,1,180,70,59,Bluedart,2,Delivered
GLM-15999,2026-04-05,Chennai,Live Plants,Indoor Fern,1,350,120,58,Bluedart,2,Returned
